variable,model_slope,model_MAD,model_pval,model_intercept
CHLa,4.27525554839304,0.040650734567814414,0.19746607335801866,-37.13774185007831
TN,0.9611533840608746,0.29045599044926895,0.09751253817810959,0.03356107328794625
TP,1.6659545384936791,0.7002625011579968,0.09751253817810959,-0.018911570696366838
